ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=1234567,name=はるの,gender=women,hobby=24,mobilephone=2,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=123,name=はるのたろこ,gender=women,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=women,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=women,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=women,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=women,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=women,hobby=34,mobilephone=3,food=234
ID=88888,name=おとめ,gender=women,hobby=1,mobilephone=2,food=1
ID=88888,name=おとめ,gender=women,hobby=1,mobilephone=2,food=5
ID=22222,name=higege,gender=women,hobby=1,mobilephone=4,food=2
ID=22222,name=木原天,gender=women,hobby=1,mobilephone=4,food=2
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=11111,name=はひふへほ,gender=women,hobby=14,mobilephone=4,food=1
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろうq,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
ID=12345,name=はるのたろう,gender=men,hobby=34,mobilephone=3,food=234
